日期,市場,產品,上價,中價,下價,平均價(元/公斤),交易量(公斤)
110/10/23,400 台中市,LL1 茼蒿  ,74.0,74.0,74.0,74.0,100.0
110/10/30,400 台中市,LL1 茼蒿  ,87.0,87.0,87.0,87.0,30.0
110/10/31,400 台中市,LL1 茼蒿  ,92.0,90.0,88.5,90.2,170.0
110/11/02,400 台中市,LL1 茼蒿  ,80.0,67.3,39.0,65.0,160.0
110/11/03,400 台中市,LL1 茼蒿  ,108.0,105.5,103.0,105.5,40.0
110/11/04,400 台中市,LL1 茼蒿  ,108.0,40.0,30.0,45.7,200.0
110/11/05,400 台中市,LL1 茼蒿  ,109.0,108.0,44.0,73.8,130.0
110/11/06,400 台中市,LL1 茼蒿  ,107.0,17.5,10.0,40.9,140.0
110/11/07,400 台中市,LL1 茼蒿  ,108.8,96.2,63.8,86.1,305.0
110/11/09,400 台中市,LL1 茼蒿  ,102.0,78.6,28.4,67.7,546.0
110/11/10,400 台中市,LL1 茼蒿  ,101.6,84.5,45.8,74.9,392.0
110/11/12,400 台中市,LL1 茼蒿  ,94.2,81.1,54.0,79.9,433.0
110/11/13,400 台中市,LL1 茼蒿  ,92.2,80.6,76.2,81.3,360.0
110/11/14,400 台中市,LL1 茼蒿  ,93.8,84.6,61.2,81.2,573.0
110/11/16,400 台中市,LL1 茼蒿  ,89.3,72.2,57.0,75.8,320.0
110/11/17,400 台中市,LL1 茼蒿  ,71.4,55.8,34.9,54.3,788.0
110/11/18,400 台中市,LL1 茼蒿  ,56.3,47.3,36.0,46.8,953.0
110/11/19,400 台中市,LL1 茼蒿  ,56.8,45.9,34.8,46.6,940.0
110/11/20,400 台中市,LL1 茼蒿  ,49.7,40.0,22.0,39.8,1198.0
110/11/21,400 台中市,LL1 茼蒿  ,55.8,42.0,26.5,41.1,970.0
110/11/23,400 台中市,LL1 茼蒿  ,49.9,33.9,23.5,35.6,1927.0
110/11/24,400 台中市,LL1 茼蒿  ,46.3,30.2,17.2,31.1,1703.0
110/11/25,400 台中市,LL1 茼蒿  ,40.8,28.6,17.6,28.9,1380.0
110/11/26,400 台中市,LL1 茼蒿  ,39.4,33.2,21.6,32.0,1349.0
110/11/27,400 台中市,LL1 茼蒿  ,48.2,41.6,29.8,41.8,877.0
110/11/28,400 台中市,LL1 茼蒿  ,54.0,41.5,32.3,42.0,972.0
110/11/30,400 台中市,LL1 茼蒿  ,43.6,33.7,20.0,33.5,1122.0
110/12/01,400 台中市,LL1 茼蒿  ,51.9,43.2,35.1,42.7,916.0
110/12/02,400 台中市,LL1 茼蒿  ,53.2,49.7,39.5,47.9,1380.0
110/12/03,400 台中市,LL1 茼蒿  ,51.8,47.2,40.2,46.2,1530.0
110/12/04,400 台中市,LL1 茼蒿  ,56.3,48.3,32.5,46.6,1674.0
110/12/05,400 台中市,LL1 茼蒿  ,51.2,39.7,25.2,39.0,1720.0
110/12/07,400 台中市,LL1 茼蒿  ,52.1,39.3,28.1,38.3,1935.0
110/12/08,400 台中市,LL1 茼蒿  ,56.8,47.9,30.0,43.5,1264.0
110/12/10,400 台中市,LL1 茼蒿  ,43.2,31.6,20.6,31.4,2424.0
110/12/11,400 台中市,LL1 茼蒿  ,40.9,32.7,16.4,30.4,2164.0
110/12/12,400 台中市,LL1 茼蒿  ,39.5,25.6,16.0,25.9,2565.0
110/12/14,400 台中市,LL1 茼蒿  ,40.0,24.5,16.2,25.5,2351.0
110/12/15,400 台中市,LL1 茼蒿  ,34.0,21.7,13.5,22.0,2744.0
110/12/16,400 台中市,LL1 茼蒿  ,33.2,21.2,14.5,22.3,2639.0
110/12/17,400 台中市,LL1 茼蒿  ,37.6,23.0,13.6,24.9,2964.0
110/12/18,400 台中市,LL1 茼蒿  ,43.0,31.0,20.7,32.7,3760.0
110/12/19,400 台中市,LL1 茼蒿  ,50.7,36.0,23.5,37.2,5133.0
110/12/21,400 台中市,LL1 茼蒿  ,33.2,17.7,7.8,18.1,7361.0
110/12/22,400 台中市,LL1 茼蒿  ,47.5,31.3,26.5,35.5,190.0
110/12/23,400 台中市,LL1 茼蒿  ,34.8,28.0,16.8,25.9,1095.0
110/12/24,400 台中市,LL1 茼蒿  ,29.2,15.5,6.4,16.1,3599.0
110/12/25,400 台中市,LL1 茼蒿  ,29.7,16.6,7.9,16.7,3722.0
110/12/26,400 台中市,LL1 茼蒿  ,26.6,13.0,3.6,12.8,4631.0
110/12/28,400 台中市,LL1 茼蒿  ,26.0,18.9,13.4,18.8,2298.0
110/12/29,400 台中市,LL1 茼蒿  ,24.9,16.7,8.2,15.4,2568.0
110/12/30,400 台中市,LL1 茼蒿  ,22.1,11.8,5.5,11.7,3966.0
110/12/31,400 台中市,LL1 茼蒿  ,29.9,16.7,9.1,17.6,2820.0
111/01/01,400 台中市,LL1 茼蒿  ,29.5,18.8,9.7,19.2,3308.0
111/01/02,400 台中市,LL1 茼蒿  ,27.7,19.8,12.1,19.7,2148.0
111/01/04,400 台中市,LL1 茼蒿  ,30.0,24.1,13.9,21.9,1766.0
111/01/05,400 台中市,LL1 茼蒿  ,28.8,21.1,11.9,20.6,1430.0
111/01/06,400 台中市,LL1 茼蒿  ,30.1,24.1,13.0,21.5,1387.0
111/01/07,400 台中市,LL1 茼蒿  ,34.0,25.8,20.0,27.0,1392.0
111/01/08,400 台中市,LL1 茼蒿  ,33.4,26.6,21.0,27.2,1528.0
111/01/09,400 台中市,LL1 茼蒿  ,29.4,14.1,7.4,15.0,3989.0
111/01/11,400 台中市,LL1 茼蒿  ,27.7,14.8,7.7,15.0,3464.0
111/01/12,400 台中市,LL1 茼蒿  ,26.0,13.5,8.2,13.8,2921.0
111/01/14,400 台中市,LL1 茼蒿  ,21.1,11.8,5.6,11.8,3295.0
111/01/15,400 台中市,LL1 茼蒿  ,21.3,15.4,9.5,15.4,1605.0
111/01/16,400 台中市,LL1 茼蒿  ,19.8,13.6,9.5,14.6,1753.0
111/01/18,400 台中市,LL1 茼蒿  ,28.9,18.0,12.4,18.3,1870.0
111/01/19,400 台中市,LL1 茼蒿  ,22.9,15.3,10.4,15.7,1370.0
111/01/20,400 台中市,LL1 茼蒿  ,18.6,11.5,5.4,10.7,2504.0
111/01/21,400 台中市,LL1 茼蒿  ,18.5,9.2,3.9,8.8,1887.0
111/01/22,400 台中市,LL1 茼蒿  ,16.6,9.8,3.5,8.9,1116.0
111/01/23,400 台中市,LL1 茼蒿  ,16.0,12.0,8.6,12.4,692.0
111/01/25,400 台中市,LL1 茼蒿  ,14.7,10.3,3.7,8.0,3491.0
111/01/26,400 台中市,LL1 茼蒿  ,12.5,7.2,2.4,5.8,2370.0
111/01/27,400 台中市,LL1 茼蒿  ,18.8,10.2,2.3,8.7,1376.0
111/01/28,400 台中市,LL1 茼蒿  ,23.1,15.7,6.0,15.3,1660.0
111/01/29,400 台中市,LL1 茼蒿  ,36.4,30.3,18.4,30.7,836.0
111/01/30,400 台中市,LL1 茼蒿  ,40.1,28.6,6.8,25.9,1691.0
111/01/31,400 台中市,LL1 茼蒿  ,42.8,28.2,16.7,28.1,1599.0
111/02/06,400 台中市,LL1 茼蒿  ,36.8,28.1,14.6,26.9,1540.0
111/02/07,400 台中市,LL1 茼蒿  ,43.2,23.1,9.4,22.0,1406.0
111/02/08,400 台中市,LL1 茼蒿  ,47.9,26.9,13.7,27.9,1493.0
111/02/11,400 台中市,LL1 茼蒿  ,50.1,33.4,24.4,34.6,1160.0
111/02/12,400 台中市,LL1 茼蒿  ,55.6,35.2,15.6,36.8,1010.0
111/02/13,400 台中市,LL1 茼蒿  ,58.8,43.2,22.2,42.1,833.0
111/02/14,400 台中市,LL1 茼蒿  ,58.4,43.0,25.2,44.6,1173.0
111/02/15,400 台中市,LL1 茼蒿  ,51.1,42.8,30.0,40.8,1062.0
111/02/18,400 台中市,LL1 茼蒿  ,63.2,50.6,32.5,50.6,467.0
111/02/19,400 台中市,LL1 茼蒿  ,66.0,55.8,37.0,58.1,300.0
111/02/20,400 台中市,LL1 茼蒿  ,85.4,72.5,44.4,69.0,521.0
111/02/22,400 台中市,LL1 茼蒿  ,76.0,72.0,47.0,64.9,95.0
111/02/23,400 台中市,LL1 茼蒿  ,67.0,47.0,47.0,59.5,80.0
111/02/24,400 台中市,LL1 茼蒿  ,82.0,63.2,42.0,65.8,195.0
111/02/25,400 台中市,LL1 茼蒿  ,86.5,66.1,37.5,66.4,415.0
111/02/26,400 台中市,LL1 茼蒿  ,62.2,44.1,31.0,44.5,657.0
111/02/27,400 台中市,LL1 茼蒿  ,77.2,40.9,28.5,42.2,405.0
111/03/01,400 台中市,LL1 茼蒿  ,68.3,39.6,23.8,40.2,656.0
111/03/02,400 台中市,LL1 茼蒿  ,58.0,40.3,15.7,36.7,338.0
111/03/03,400 台中市,LL1 茼蒿  ,54.6,33.3,17.4,32.7,696.0
111/03/04,400 台中市,LL1 茼蒿  ,28.7,20.9,11.7,20.5,808.0
111/03/05,400 台中市,LL1 茼蒿  ,28.7,20.2,11.8,19.9,850.0
111/03/06,400 台中市,LL1 茼蒿  ,36.2,19.6,9.5,19.2,540.0
111/03/08,400 台中市,LL1 茼蒿  ,40.5,32.2,21.0,30.3,280.0
111/03/09,400 台中市,LL1 茼蒿  ,41.3,30.3,22.3,30.0,470.0
111/03/11,400 台中市,LL1 茼蒿  ,42.2,22.2,14.0,22.2,500.0
111/03/12,400 台中市,LL1 茼蒿  ,24.0,16.0,12.5,17.1,810.0
111/03/13,400 台中市,LL1 茼蒿  ,43.5,41.0,17.5,30.9,170.0
111/03/15,400 台中市,LL1 茼蒿  ,50.0,23.2,20.0,25.1,440.0
111/03/16,400 台中市,LL1 茼蒿  ,30.8,24.9,20.0,26.8,400.0
111/03/17,400 台中市,LL1 茼蒿  ,25.8,18.3,13.5,19.7,410.0
111/03/18,400 台中市,LL1 茼蒿  ,25.0,19.7,15.0,19.0,440.0
111/03/19,400 台中市,LL1 茼蒿  ,23.2,15.2,9.2,15.2,600.0
111/03/20,400 台中市,LL1 茼蒿  ,21.3,18.6,8.0,15.9,318.0
111/03/22,400 台中市,LL1 茼蒿  ,23.4,17.1,9.6,17.0,700.0
111/03/23,400 台中市,LL1 茼蒿  ,24.7,20.0,14.0,18.2,380.0
111/03/24,400 台中市,LL1 茼蒿  ,15.0,10.0,10.0,11.2,260.0
111/03/25,400 台中市,LL1 茼蒿  ,25.0,16.7,11.0,19.8,190.0
111/03/26,400 台中市,LL1 茼蒿  ,27.3,19.0,12.0,19.7,420.0
111/03/27,400 台中市,LL1 茼蒿  ,23.8,12.4,5.0,12.8,820.0
111/03/29,400 台中市,LL1 茼蒿  ,29.0,22.5,16.0,17.8,52.0
111/03/30,400 台中市,LL1 茼蒿  ,20.0,13.5,12.0,15.9,115.0
111/03/31,400 台中市,LL1 茼蒿  ,38.0,22.7,11.0,20.3,510.0
111/04/01,400 台中市,LL1 茼蒿  ,31.3,25.9,11.7,25.4,443.0
111/04/02,400 台中市,LL1 茼蒿  ,43.0,30.0,17.0,29.8,104.0
111/04/03,400 台中市,LL1 茼蒿  ,33.0,27.0,27.0,30.4,140.0
111/04/04,400 台中市,LL1 茼蒿  ,40.0,40.0,40.0,40.0,30.0
111/04/07,400 台中市,LL1 茼蒿  ,38.0,34.4,23.0,31.1,280.0
111/04/08,400 台中市,LL1 茼蒿  ,38.0,34.3,25.0,33.1,220.0
111/04/09,400 台中市,LL1 茼蒿  ,32.5,25.5,20.0,25.5,284.0
111/04/10,400 台中市,LL1 茼蒿  ,23.0,21.7,20.0,21.5,107.0
111/04/12,400 台中市,LL1 茼蒿  ,22.0,21.2,15.5,20.2,190.0
111/04/13,400 台中市,LL1 茼蒿  ,31.0,20.0,17.0,21.2,110.0
111/04/14,400 台中市,LL1 茼蒿  ,25.0,25.0,16.0,21.4,50.0
111/04/15,400 台中市,LL1 茼蒿  ,34.0,27.0,20.0,25.6,50.0
111/04/16,400 台中市,LL1 茼蒿  ,23.0,23.0,20.0,21.8,50.0
111/04/17,400 台中市,LL1 茼蒿  ,5.0,5.0,5.0,5.0,18.0
111/04/20,400 台中市,LL1 茼蒿  ,39.0,39.0,39.0,39.0,10.0
111/04/21,400 台中市,LL1 茼蒿  ,25.0,25.0,20.0,22.0,50.0
111/04/22,400 台中市,LL1 茼蒿  ,33.0,26.5,20.0,23.3,40.0
111/04/23,400 台中市,LL1 茼蒿  ,15.0,15.0,15.0,15.0,10.0
111/04/24,400 台中市,LL1 茼蒿  ,27.0,19.5,12.0,16.2,36.0
111/04/30,400 台中市,LL1 茼蒿  ,26.0,23.0,20.0,23.5,17.0
111/05/01,400 台中市,LL1 茼蒿  ,24.0,24.0,24.0,24.0,5.0
111/10/16,400 台中市,LL1 茼蒿  ,81.0,81.0,81.0,81.0,30.0
111/10/18,400 台中市,LL1 茼蒿  ,110.0,110.0,110.0,110.0,10.0
111/10/19,400 台中市,LL1 茼蒿  ,99.0,87.0,87.0,91.5,80.0
111/10/21,400 台中市,LL1 茼蒿  ,91.0,81.0,75.0,84.5,110.0
111/10/22,400 台中市,LL1 茼蒿  ,88.0,88.0,88.0,88.0,20.0
111/10/23,400 台中市,LL1 茼蒿  ,98.0,92.7,89.0,92.8,58.0
111/10/25,400 台中市,LL1 茼蒿  ,108.3,68.8,42.0,75.0,189.0
111/10/26,400 台中市,LL1 茼蒿  ,91.0,88.4,82.0,87.3,140.0
111/10/27,400 台中市,LL1 茼蒿  ,102.0,86.0,37.5,71.4,170.0
111/10/28,400 台中市,LL1 茼蒿  ,97.0,77.1,65.0,77.3,280.0
111/10/29,400 台中市,LL1 茼蒿  ,88.7,78.7,57.0,78.8,260.0
111/10/30,400 台中市,LL1 茼蒿  ,77.5,60.6,44.2,56.9,325.0
111/11/01,400 台中市,LL1 茼蒿  ,90.5,86.5,77.5,85.1,100.0
111/11/02,400 台中市,LL1 茼蒿  ,90.2,72.9,63.2,72.1,290.0
111/11/03,400 台中市,LL1 茼蒿  ,85.5,72.0,42.8,69.1,329.0
111/11/04,400 台中市,LL1 茼蒿  ,73.6,62.4,48.3,61.0,610.0
111/11/05,400 台中市,LL1 茼蒿  ,73.6,55.1,30.6,51.2,720.0
111/11/06,400 台中市,LL1 茼蒿  ,82.3,63.6,33.3,62.8,340.0
111/11/08,400 台中市,LL1 茼蒿  ,94.0,75.9,35.7,72.8,432.0
111/11/09,400 台中市,LL1 茼蒿  ,102.0,68.2,32.5,63.8,170.0
111/11/10,400 台中市,LL1 茼蒿  ,78.0,59.2,25.8,49.9,738.0
111/11/11,400 台中市,LL1 茼蒿  ,56.6,41.4,21.0,38.7,699.0
111/11/12,400 台中市,LL1 茼蒿  ,61.0,38.7,12.0,31.3,820.0
111/11/13,400 台中市,LL1 茼蒿  ,43.8,30.8,13.1,27.8,1287.0
111/11/15,400 台中市,LL1 茼蒿  ,44.5,28.4,10.8,27.3,1073.0
111/11/16,400 台中市,LL1 茼蒿  ,31.6,25.7,14.7,22.8,1157.0
111/11/18,400 台中市,LL1 茼蒿  ,31.6,23.3,7.3,20.0,1410.0
111/11/19,400 台中市,LL1 茼蒿  ,38.0,29.0,13.0,28.1,1160.0
111/11/20,400 台中市,LL1 茼蒿  ,38.5,25.1,7.7,23.5,1534.0
111/11/22,400 台中市,LL1 茼蒿  ,46.7,37.0,29.7,37.0,280.0
111/11/23,400 台中市,LL1 茼蒿  ,58.3,46.7,21.7,44.8,340.0
111/11/24,400 台中市,LL1 茼蒿  ,51.0,27.1,20.0,29.7,338.0
111/11/25,400 台中市,LL1 茼蒿  ,59.0,50.6,35.7,48.8,592.0
111/11/26,400 台中市,LL1 茼蒿  ,59.6,45.4,26.0,44.9,900.0
111/11/27,400 台中市,LL1 茼蒿  ,68.5,52.4,32.8,53.7,570.0
111/11/29,400 台中市,LL1 茼蒿  ,72.2,39.9,27.3,48.0,470.0
111/11/30,400 台中市,LL1 茼蒿  ,59.6,36.4,15.6,35.2,824.0
111/12/01,400 台中市,LL1 茼蒿  ,63.6,40.0,25.8,41.2,804.0
111/12/02,400 台中市,LL1 茼蒿  ,79.0,60.8,38.3,59.7,650.0
111/12/03,400 台中市,LL1 茼蒿  ,89.1,65.0,29.4,73.6,635.0
111/12/04,400 台中市,LL1 茼蒿  ,85.2,64.4,55.8,67.2,351.0
111/12/06,400 台中市,LL1 茼蒿  ,85.0,63.4,49.0,66.3,670.0
111/12/07,400 台中市,LL1 茼蒿  ,81.7,67.6,47.3,61.7,590.0
111/12/08,400 台中市,LL1 茼蒿  ,80.8,66.2,46.0,64.0,659.0
111/12/09,400 台中市,LL1 茼蒿  ,79.4,71.1,47.1,66.3,816.0
111/12/10,400 台中市,LL1 茼蒿  ,80.5,72.5,50.6,69.3,784.0
111/12/11,400 台中市,LL1 茼蒿  ,75.0,63.8,43.3,61.2,821.0
111/12/13,400 台中市,LL1 茼蒿  ,95.3,71.4,53.3,73.8,628.0
111/12/14,400 台中市,LL1 茼蒿  ,102.5,81.9,57.5,85.4,370.0
111/12/16,400 台中市,LL1 茼蒿  ,108.4,93.9,68.6,93.2,491.0
111/12/17,400 台中市,LL1 茼蒿  ,123.3,100.9,81.0,104.4,733.0
111/12/18,400 台中市,LL1 茼蒿  ,152.5,117.4,82.2,121.4,405.0
111/12/20,400 台中市,LL1 茼蒿  ,166.1,140.7,108.2,137.1,1732.0
111/12/21,400 台中市,LL1 茼蒿  ,137.7,93.5,70.4,93.3,3970.0
111/12/22,400 台中市,LL1 茼蒿  ,119.6,92.3,65.6,92.0,1476.0
111/12/23,400 台中市,LL1 茼蒿  ,113.3,91.0,70.5,93.8,764.0
111/12/24,400 台中市,LL1 茼蒿  ,142.8,99.1,55.0,99.4,767.0
111/12/25,400 台中市,LL1 茼蒿  ,118.8,83.9,49.3,82.5,1171.0
111/12/27,400 台中市,LL1 茼蒿  ,120.5,102.2,74.4,98.6,863.0
111/12/28,400 台中市,LL1 茼蒿  ,127.8,77.5,51.6,75.5,596.0
111/12/29,400 台中市,LL1 茼蒿  ,114.5,78.1,43.3,72.2,609.0
111/12/30,400 台中市,LL1 茼蒿  ,116.3,69.1,38.3,68.5,738.0
111/12/31,400 台中市,LL1 茼蒿  ,110.8,72.4,40.4,65.5,1238.0
112/01/01,400 台中市,LL1 茼蒿  ,97.2,65.6,35.8,62.9,1159.0
112/01/03,400 台中市,LL1 茼蒿  ,99.8,87.3,60.8,83.0,670.0
112/01/04,400 台中市,LL1 茼蒿  ,67.5,49.6,34.9,48.5,1647.0
112/01/05,400 台中市,LL1 茼蒿  ,50.8,36.1,19.0,34.6,1683.0
112/01/06,400 台中市,LL1 茼蒿  ,48.4,32.4,12.1,27.8,1146.0
112/01/07,400 台中市,LL1 茼蒿  ,42.9,28.0,12.6,25.0,1935.0
112/01/08,400 台中市,LL1 茼蒿  ,30.2,20.1,13.8,20.5,2471.0
112/01/10,400 台中市,LL1 茼蒿  ,31.4,26.5,17.6,26.6,1199.0
112/01/11,400 台中市,LL1 茼蒿  ,33.2,26.0,15.0,26.0,843.0
112/01/12,400 台中市,LL1 茼蒿  ,25.7,20.6,10.4,19.0,1460.0
112/01/13,400 台中市,LL1 茼蒿  ,24.4,15.9,9.4,16.0,1403.0
112/01/14,400 台中市,LL1 茼蒿  ,28.2,20.9,13.0,20.3,1014.0
112/01/15,400 台中市,LL1 茼蒿  ,22.9,14.6,4.8,12.5,1810.0
112/01/17,400 台中市,LL1 茼蒿  ,32.1,22.3,12.2,22.3,2066.0
112/01/18,400 台中市,LL1 茼蒿  ,36.6,24.2,12.8,24.9,2301.0
112/01/19,400 台中市,LL1 茼蒿  ,35.9,22.3,11.5,21.9,2542.0
112/01/20,400 台中市,LL1 茼蒿  ,42.7,32.2,19.4,30.6,1330.0
112/01/21,400 台中市,LL1 茼蒿  ,39.3,32.0,23.7,33.4,676.0
112/01/27,400 台中市,LL1 茼蒿  ,47.5,32.2,12.7,30.3,1700.0
112/01/28,400 台中市,LL1 茼蒿  ,47.1,26.5,12.7,25.9,2196.0
112/01/29,400 台中市,LL1 茼蒿  ,44.1,26.5,6.0,24.0,2185.0
112/01/31,400 台中市,LL1 茼蒿  ,47.7,39.1,19.1,35.9,810.0
112/02/01,400 台中市,LL1 茼蒿  ,41.7,27.5,14.3,26.0,570.0
112/02/02,400 台中市,LL1 茼蒿  ,50.8,28.0,11.7,33.1,710.0
112/02/03,400 台中市,LL1 茼蒿  ,54.6,44.6,21.4,40.2,809.0
112/02/04,400 台中市,LL1 茼蒿  ,47.2,32.9,21.2,33.4,1861.0
112/02/05,400 台中市,LL1 茼蒿  ,44.4,25.7,9.3,25.3,2747.0
112/02/08,400 台中市,LL1 茼蒿  ,24.9,10.6,3.6,10.5,3611.0
112/02/09,400 台中市,LL1 茼蒿  ,21.9,8.9,4.0,7.9,3589.0
112/02/10,400 台中市,LL1 茼蒿  ,23.1,12.6,5.3,13.1,1980.0
112/02/11,400 台中市,LL1 茼蒿  ,18.7,9.5,4.4,9.5,2827.0
112/02/12,400 台中市,LL1 茼蒿  ,18.6,10.7,4.9,9.8,1850.0
112/02/14,400 台中市,LL1 茼蒿  ,20.0,12.2,7.2,12.5,2422.0
112/02/15,400 台中市,LL1 茼蒿  ,17.3,11.0,5.6,10.3,2422.0
112/02/16,400 台中市,LL1 茼蒿  ,25.7,11.7,6.3,13.2,1439.0
112/02/17,400 台中市,LL1 茼蒿  ,25.8,20.8,14.5,20.2,755.0
112/02/18,400 台中市,LL1 茼蒿  ,29.1,20.4,13.9,20.7,1460.0
112/02/19,400 台中市,LL1 茼蒿  ,31.0,18.2,10.4,17.8,1710.0
112/02/21,400 台中市,LL1 茼蒿  ,25.5,16.6,9.0,16.8,2113.0
112/02/22,400 台中市,LL1 茼蒿  ,28.0,15.4,7.6,15.2,1423.0
112/02/23,400 台中市,LL1 茼蒿  ,32.5,23.4,14.2,22.3,396.0
112/02/24,400 台中市,LL1 茼蒿  ,29.0,22.1,16.8,22.7,519.0
112/02/25,400 台中市,LL1 茼蒿  ,39.7,30.1,17.0,31.7,530.0
112/02/26,400 台中市,LL1 茼蒿  ,40.6,33.1,19.3,30.9,989.0
112/02/28,400 台中市,LL1 茼蒿  ,43.8,33.9,20.5,33.9,508.0
112/03/01,400 台中市,LL1 茼蒿  ,43.0,32.3,19.0,30.3,350.0
112/03/02,400 台中市,LL1 茼蒿  ,36.3,25.7,17.7,26.8,440.0
112/03/03,400 台中市,LL1 茼蒿  ,41.0,32.3,15.0,29.4,454.0
112/03/04,400 台中市,LL1 茼蒿  ,40.0,27.0,13.3,24.6,274.0
112/03/05,400 台中市,LL1 茼蒿  ,40.0,31.7,23.0,33.6,145.0
112/03/07,400 台中市,LL1 茼蒿  ,38.2,26.8,19.8,26.4,544.0
112/03/08,400 台中市,LL1 茼蒿  ,55.0,26.5,20.0,34.8,80.0
112/03/09,400 台中市,LL1 茼蒿  ,44.5,39.5,21.0,35.9,132.0
112/03/10,400 台中市,LL1 茼蒿  ,44.3,25.7,21.3,35.0,341.0
112/03/11,400 台中市,LL1 茼蒿  ,54.0,28.0,28.0,31.7,70.0
112/03/12,400 台中市,LL1 茼蒿  ,35.8,24.7,9.8,22.2,480.0
112/03/14,400 台中市,LL1 茼蒿  ,32.4,20.7,12.4,19.3,1300.0
112/03/15,400 台中市,LL1 茼蒿  ,28.2,16.7,12.0,19.2,620.0
112/03/17,400 台中市,LL1 茼蒿  ,30.0,15.5,9.0,16.0,680.0
112/03/18,400 台中市,LL1 茼蒿  ,19.8,16.0,12.0,14.9,650.0
112/03/19,400 台中市,LL1 茼蒿  ,29.0,14.1,10.0,15.4,401.0
112/03/21,400 台中市,LL1 茼蒿  ,42.0,22.7,10.0,17.5,190.0
112/03/22,400 台中市,LL1 茼蒿  ,18.0,9.8,6.5,9.1,290.0
112/03/23,400 台中市,LL1 茼蒿  ,32.0,32.0,6.0,23.3,90.0
112/03/24,400 台中市,LL1 茼蒿  ,25.0,16.7,5.0,11.8,240.0
112/03/25,400 台中市,LL1 茼蒿  ,35.0,33.5,25.0,32.2,170.0
112/03/26,400 台中市,LL1 茼蒿  ,17.0,14.0,10.0,13.1,190.0
112/03/28,400 台中市,LL1 茼蒿  ,26.0,22.0,16.5,20.5,190.0
112/03/29,400 台中市,LL1 茼蒿  ,20.0,17.0,13.0,15.9,180.0
112/04/01,400 台中市,LL1 茼蒿  ,34.0,34.0,34.0,34.0,20.0
112/04/04,400 台中市,LL1 茼蒿  ,26.5,18.8,15.0,20.4,156.0
112/04/07,400 台中市,LL1 茼蒿  ,24.0,22.0,15.0,21.9,140.0
112/04/08,400 台中市,LL1 茼蒿  ,36.0,17.0,17.0,20.8,150.0
112/04/11,400 台中市,LL1 茼蒿  ,43.0,43.0,43.0,43.0,30.0
112/04/12,400 台中市,LL1 茼蒿  ,20.0,18.5,17.0,18.2,50.0
112/04/16,400 台中市,LL1 茼蒿  ,44.0,44.0,44.0,44.0,30.0
112/04/18,400 台中市,LL1 茼蒿  ,30.0,26.0,22.0,25.2,50.0
112/04/20,400 台中市,LL1 茼蒿  ,27.0,27.0,20.0,25.3,40.0
112/04/23,400 台中市,LL1 茼蒿  ,28.0,18.0,16.0,19.6,100.0
112/10/28,400 台中市,LL1 茼蒿  ,50.0,50.0,50.0,50.0,20.0
112/11/03,400 台中市,LL1 茼蒿  ,59.0,45.0,45.0,53.8,80.0
112/11/04,400 台中市,LL1 茼蒿  ,64.0,48.6,34.3,43.4,257.0
112/11/05,400 台中市,LL1 茼蒿  ,52.0,34.4,23.3,36.6,260.0
112/11/07,400 台中市,LL1 茼蒿  ,57.0,57.0,57.0,57.0,20.0
112/11/08,400 台中市,LL1 茼蒿  ,73.0,66.0,59.0,69.0,70.0
112/11/09,400 台中市,LL1 茼蒿  ,60.0,45.0,30.0,50.0,90.0
112/11/10,400 台中市,LL1 茼蒿  ,70.0,70.0,70.0,70.0,100.0
112/11/11,400 台中市,LL1 茼蒿  ,74.3,43.4,20.7,49.8,510.0
112/11/12,400 台中市,LL1 茼蒿  ,74.2,59.7,23.0,51.6,520.0
112/11/14,400 台中市,LL1 茼蒿  ,83.7,59.6,32.7,58.3,350.0
112/11/15,400 台中市,LL1 茼蒿  ,87.0,70.0,47.0,69.0,227.0
112/11/17,400 台中市,LL1 茼蒿  ,103.5,86.9,55.5,81.1,560.0
112/11/18,400 台中市,LL1 茼蒿  ,117.2,76.7,55.5,80.2,485.0
112/11/19,400 台中市,LL1 茼蒿  ,132.0,92.0,50.0,82.7,286.0
112/11/21,400 台中市,LL1 茼蒿  ,134.7,92.9,55.7,104.0,280.0
112/11/22,400 台中市,LL1 茼蒿  ,109.8,97.8,69.5,90.1,264.0
112/11/23,400 台中市,LL1 茼蒿  ,92.5,77.3,52.0,71.6,470.0
112/11/24,400 台中市,LL1 茼蒿  ,89.1,64.3,44.1,60.7,760.0
112/11/25,400 台中市,LL1 茼蒿  ,78.0,58.8,36.1,55.5,1445.0
112/11/26,400 台中市,LL1 茼蒿  ,61.5,42.4,23.5,41.5,1223.0
112/11/28,400 台中市,LL1 茼蒿  ,67.2,46.7,31.5,46.8,790.0
112/11/29,400 台中市,LL1 茼蒿  ,47.0,38.4,23.4,37.0,753.0
112/11/30,400 台中市,LL1 茼蒿  ,49.5,37.6,26.5,36.5,942.0
112/12/01,400 台中市,LL1 茼蒿  ,59.4,46.3,30.2,45.9,1267.0
112/12/02,400 台中市,LL1 茼蒿  ,57.0,49.0,35.7,48.1,2167.0
112/12/03,400 台中市,LL1 茼蒿  ,50.6,38.0,20.1,36.6,2251.0
112/12/05,400 台中市,LL1 茼蒿  ,57.6,48.0,35.6,46.4,1020.0
112/12/06,400 台中市,LL1 茼蒿  ,50.9,44.4,39.1,44.6,706.0
